Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Adj Factor
1991-03-06,32.116397858,32.235900879,31.698135376,31.757886887,3.275302388,"8,497,704",0.00,0.00,0.103133511
1991-03-07,31.728010178,31.967016220,31.459129333,31.668260574,3.266058912,"4,989,838",0.00,0.00,0.103133511
1991-03-08,31.817638397,31.937141418,31.309751511,31.369503021,3.235246997,"6,209,056",0.00,0.00,0.103133511
1991-03-11,31.070745468,31.190248489,30.771989822,30.861616135,3.182866839,"7,549,610",0.00,0.00,0.103133511
1991-03-12,30.801864624,30.891490936,30.234226227,30.353727341,3.130486484,"9,024,051",0.00,0.00,0.103133511
1991-03-13,30.353727341,30.981119156,30.293977737,30.861616135,3.182866839,"6,294,410",0.00,0.00,0.103133511
1991-03-14,30.891490936,31.250000000,30.234226227,30.622610092,3.158217306,"8,137,462",0.00,0.00,0.103133511
1991-03-15,30.532983780,30.532983780,30.174474716,30.264101028,3.121243008,"11,261,236",0.00,0.00,0.103133511
1991-03-18,30.204349518,30.622610092,30.174474716,30.562858582,3.152054923,"6,239,599",0.00,0.00,0.103133511
1991-03-19,28.381931305,28.441682816,27.485660553,27.515535355,2.837773778,"26,503,966",0.00,0.00,0.103133511
1991-03-20,27.485660553,27.575286865,27.127151489,27.276529312,2.813124246,"16,765,706",0.00,0.00,0.103133511
1991-03-21,27.425907135,27.485660553,26.529636383,26.738767624,2.757662995,"13,526,035",0.00,0.00,0.103133511
1991-03-22,26.768642426,26.918020248,26.589387894,26.679014206,2.751500415,"11,959,127",0.00,0.00,0.103133511
1991-03-25,26.738767624,27.157026291,26.708890915,27.127151489,2.797718387,"6,681,430",0.00,0.00,0.103133511
1991-03-26,27.127151489,27.396032333,27.097274780,27.216777802,2.806961863,"5,756,347",0.00,0.00,0.103133511
1991-03-27,27.336280823,27.396032333,26.888145447,26.977771759,2.782312331,"7,132,465",0.00,0.00,0.103133511
1991-03-28,27.246654510,27.336280823,26.977771759,27.216777802,2.806961863,"6,773,059",0.00,0.00,0.103133511
1991-04-01,27.216777802,27.306404114,26.738767624,26.828393936,2.766906471,"5,953,832",0.00,0.00,0.103133511
1991-04-02,26.888145447,27.127151489,26.559511185,27.067399979,2.791556004,"9,489,730",0.00,0.00,0.103133511
1991-04-03,27.097274780,27.306404114,27.007648468,27.037523270,2.788474714,"7,702,326",0.00,0.00,0.103133511
1991-04-04,27.157026291,27.425907135,26.798517227,27.127151489,2.797718387,"8,109,847",0.00,0.00,0.103133511
1991-04-05,27.276529312,27.366157532,26.888145447,26.918020248,2.776149947,"6,360,098",0.00,0.00,0.103133511
1991-04-08,26.858270645,27.127151489,26.768642426,27.007648468,2.785393620,"4,037,978",0.00,0.00,0.103133511
1991-04-09,26.947896957,27.097274780,26.529636383,26.589387894,2.742256939,"5,643,798",0.00,0.00,0.103133511
1991-04-10,26.619264603,26.679014206,26.290630341,26.589387894,2.742256939,"8,052,945",0.00,0.00,0.103133511
1991-04-11,26.559511185,26.738767624,26.320507050,26.440010071,2.726851079,"9,266,305",0.00,0.00,0.103133511
1991-04-12,26.529636383,26.529636383,25.842494965,25.932121277,2.674470725,"14,876,212",0.00,0.00,0.103133511
1991-04-15,25.872371674,25.902246475,25.244981766,25.543737411,2.634415333,"12,664,131",0.00,0.00,0.103133511
1991-04-16,25.573614120,26.111377716,25.513862610,26.111377716,2.692958071,"8,730,753",0.00,0.00,0.103133511
1991-04-17,26.201004028,26.469884872,26.111377716,26.260755539,2.708363930,"8,740,376",0.00,0.00,0.103133511
1991-04-18,26.290630341,26.469884872,26.141252518,26.230880737,2.705282837,"6,124,539",0.00,0.00,0.103133511
1991-04-19,26.111377716,26.350381851,26.051624298,26.171127319,2.699120257,"8,825,311",0.00,0.00,0.103133511
1991-04-22,25.991874695,26.141252518,25.842494965,25.932121277,2.674470725,"6,570,554",0.00,0.00,0.103133511
1991-04-23,26.051624298,26.081501007,25.782743454,25.902246475,2.671389631,"3,899,906",0.00,0.00,0.103133511
1991-04-24,25.902246475,26.021749496,25.812620163,25.872371674,2.668308538,"6,033,746",0.00,0.00,0.103133511
1991-04-25,25.902246475,26.081501007,25.722991943,25.812620163,2.662146155,"4,691,938",0.00,0.00,0.103133511
1991-04-26,25.812620163,25.872371674,25.633365631,25.663240433,2.646740099,"4,282,324",0.00,0.00,0.103133511
1991-04-29,25.752868652,25.782743454,25.005975723,25.065727234,2.585116465,"7,759,228",0.00,0.00,0.103133511
1991-04-30,25.215105057,25.215105057,24.408460617,24.617591858,2.538898690,"13,757,829",0.00,0.00,0.103133511
1991-05-01,24.498088837,24.976099014,24.408460617,24.856597900,2.563548222,"8,134,533",0.00,0.00,0.103133511
1991-05-02,24.796844482,25.334608078,24.796844482,25.304731369,2.609765800,"6,368,466",0.00,0.00,0.103133511
1991-05-03,25.215105057,25.454111099,24.378585815,24.766969681,2.554304549,"13,485,450",0.00,0.00,0.103133511
1991-05-06,24.468212128,24.766969681,24.468212128,24.707218170,2.548142166,"4,577,296",0.29,0.00,0.103133511
1991-05-07,24.707218170,24.737094879,24.348709106,24.348709106,2.540909107,"5,381,042",0.00,0.00,0.104354982
1991-05-08,24.408460617,24.856597900,24.318834305,24.796844482,2.587674266,"5,790,656",0.00,0.00,0.104354982
1991-05-09,24.916347504,25.304731369,24.886472702,25.304731369,2.640674793,"6,458,004",0.00,0.00,0.104354982
1991-05-10,25.304731369,25.334608078,24.617591858,24.707218170,2.578321314,"5,708,650",0.00,0.00,0.104354982
1991-05-13,24.766969681,25.334608078,24.677341461,25.304731369,2.640674793,"5,374,766",0.00,0.00,0.104354982
1991-05-14,25.215105057,25.394359589,25.005975723,25.334608078,2.643792577,"8,226,581",0.00,0.00,0.104354982
1991-05-15,25.095602036,25.125478745,24.199331284,24.557838440,2.562732795,"11,198,058",0.00,0.00,0.104354982
1991-05-16,24.796844482,24.916347504,24.617591858,24.886472702,2.597027417,"5,704,047",0.00,0.00,0.104354982
1991-05-17,24.766969681,25.005975723,24.737094879,24.796844482,2.587674266,"8,841,210",0.00,0.00,0.104354982
1991-05-20,24.886472702,24.916347504,24.647466660,24.677341461,2.575203531,"3,308,289",0.00,0.00,0.104354982
1991-05-21,24.766969681,24.916347504,24.020076752,24.259082794,2.531556155,"7,009,037",0.00,0.00,0.104354982
1991-05-22,24.438337326,25.005975723,24.378585815,25.005975723,2.609498153,"9,380,946",0.00,0.00,0.104354982
1991-05-23,24.976099014,25.005975723,24.796844482,25.005975723,2.609498153,"5,779,359",0.00,0.00,0.104354982
1991-05-24,25.005975723,25.125478745,24.976099014,25.095602036,2.618851105,"3,996,138",0.00,0.00,0.104354982
1991-05-28,25.155353546,25.185228348,24.766969681,25.125478745,2.621968889,"6,032,073",0.00,0.00,0.104354982
1991-05-29,25.005975723,25.005975723,24.796844482,24.886472702,2.597027417,"6,912,805",0.00,0.00,0.104354982
1991-05-30,24.766969681,25.125478745,24.766969681,24.946224213,2.603262785,"5,979,354",0.00,0.00,0.104354982
1991-05-31,24.946224213,25.454111099,24.796844482,25.364484787,2.646910360,"7,384,760",0.00,0.00,0.104354982
1991-06-03,25.334608078,25.663240433,25.274856567,25.424234390,2.653145529,"5,530,411",0.00,0.00,0.104354982
1991-06-04,25.244981766,25.334608078,25.005975723,25.095602036,2.618851105,"5,104,898",0.00,0.00,0.104354982
1991-06-05,25.185228348,25.215105057,24.647466660,24.677341461,2.575203531,"6,222,445",0.00,0.00,0.104354982
1991-06-06,24.647466660,24.766969681,24.378585815,24.617591858,2.568968362,"5,665,973",0.00,0.00,0.104354982
1991-06-07,24.587715149,24.617591858,24.229206085,24.378585815,2.544026890,"7,365,514",0.00,0.00,0.104354982
1991-06-10,24.468212128,24.557838440,24.408460617,24.468212128,2.553379843,"4,122,495",0.00,0.00,0.104354982
1991-06-11,24.557838440,24.737094879,24.408460617,24.438337326,2.550262258,"4,756,790",0.00,0.00,0.104354982
1991-06-12,24.348709106,24.378585815,24.049951553,24.259082794,2.531556155,"7,864,665",0.00,0.00,0.104354982
1991-06-13,24.229206085,24.229206085,23.930448532,24.049951553,2.509732268,"7,933,282",0.00,0.00,0.104354982
1991-06-14,24.229206085,24.288957596,23.870698929,23.990201950,2.503497099,"9,882,608",0.00,0.00,0.104354982
1991-06-17,23.810945511,23.900573730,23.781070709,23.781070709,2.481673212,"682,829",0.00,0.00,0.104354982
1991-06-18,23.840822220,24.139579773,23.840822220,24.109703064,2.515967636,"7,265,098",0.00,0.00,0.104354982
1991-06-19,23.960325241,24.199331284,23.900573730,24.139579773,2.519085419,"8,714,435",0.00,0.00,0.104354982
1991-06-20,23.601816177,23.721319199,23.213432312,23.691444397,2.472320260,"17,095,824",0.00,0.00,0.104354982
1991-06-21,23.721319199,23.900573730,23.691444397,23.810945511,2.484790797,"13,155,751",0.00,0.00,0.104354982
1991-06-24,23.691444397,23.810945511,23.482313156,23.512189865,2.453614156,"9,813,990",0.00,0.00,0.104354982
1991-06-25,23.571941376,23.810945511,23.482313156,23.751195908,2.478555628,"7,176,815",0.00,0.00,0.104354982
1991-06-26,23.691444397,23.751195908,23.452438354,23.571941376,2.459849524,"7,116,984",0.00,0.00,0.104354982
1991-06-27,23.601816177,23.601816177,23.273183823,23.332935333,2.434908053,"7,586,010",0.00,0.00,0.104354982
1991-06-28,23.243307114,23.362810135,23.093929291,23.213432312,2.422437317,"7,412,374",0.00,0.00,0.104354982
1991-07-01,23.332935333,23.571941376,23.273183823,23.512189865,2.453614156,"5,625,806",0.00,0.00,0.104354982
1991-07-02,23.482313156,23.751195908,23.452438354,23.691444397,2.472320260,"5,060,966",0.00,0.00,0.104354982
1991-07-03,23.601816177,23.631692886,23.452438354,23.452438354,2.447378789,"4,046,346",0.00,0.00,0.104354982
1991-07-05,23.452438354,23.721319199,23.392686844,23.571941376,2.459849524,"3,284,440",0.00,0.00,0.104354982
1991-07-08,23.422561646,24.020076752,23.362810135,24.020076752,2.506614683,"5,817,852",0.00,0.00,0.104354982
1991-07-09,23.990201950,24.109703064,23.721319199,23.781070709,2.481673212,"5,278,953",0.00,0.00,0.104354982
1991-07-10,23.870698929,23.990201950,23.542064667,23.601816177,2.462967109,"5,449,660",0.00,0.00,0.104354982
1991-07-11,23.631692886,23.661567688,23.422561646,23.482313156,2.450496373,"4,967,663",0.00,0.00,0.104354982
1991-07-12,23.661567688,23.840822220,23.482313156,23.751195908,2.478555628,"5,880,194",0.00,0.00,0.104354982
1991-07-15,23.781070709,23.870698929,23.721319199,23.721319199,2.475437844,"3,568,115",0.00,0.00,0.104354982
1991-07-16,23.781070709,23.781070709,22.944551468,23.093929291,2.409966582,"9,208,147",0.00,0.00,0.104354982
1991-07-17,23.004301071,23.153680801,22.974426270,23.004301071,2.400613430,"6,473,485",0.00,0.00,0.104354982
1991-07-18,23.093929291,23.512189865,22.854923248,23.482313156,2.450496373,"9,870,893",0.00,0.00,0.104354982
1991-07-19,23.900573730,24.109703064,23.542064667,24.020076752,2.506614683,"10,765,014",0.00,0.00,0.104354982
1991-07-22,24.139579773,24.408460617,24.109703064,24.378585815,2.544026890,"7,645,842",0.00,0.00,0.104354982
1991-07-23,24.557838440,24.617591858,24.049951553,24.049951553,2.509732268,"5,494,429",0.00,0.00,0.104354982
1991-07-24,24.079828262,24.229206085,23.900573730,24.079828262,2.512850051,"4,525,414",0.00,0.00,0.104354982
1991-07-25,24.199331284,24.288957596,24.020076752,24.020076752,2.506614683,"3,533,388",0.00,0.00,0.104354982
1991-07-26,24.049951553,24.139579773,23.930448532,24.020076752,2.506614683,"2,678,597",0.00,0.00,0.104354982
1991-07-29,24.020076752,24.229206085,23.990201950,24.229206085,2.528438371,"3,477,322",0.00,0.00,0.104354982
1991-07-30,24.318834305,24.378585815,23.990201950,24.288957596,2.534673739,"4,519,138",0.00,0.00,0.104354982
1991-07-31,24.348709106,24.408460617,24.169454575,24.199331284,2.525320787,"3,648,866",0.00,0.00,0.104354982
1991-08-01,24.139579773,24.318834305,24.079828262,24.199331284,2.525320787,"3,778,152",0.00,0.00,0.104354982
1991-08-02,24.259082794,24.288957596,23.960325241,23.990201950,2.503497099,"3,732,965",0.00,0.00,0.104354982
1991-08-05,23.990201950,24.199331284,23.990201950,24.139579773,2.519085419,"5,214,101",0.00,0.00,0.104354982
1991-08-06,23.960325241,24.079828262,23.810945511,23.990201950,2.503497099,"5,861,366",0.29,0.00,0.104354982
1991-08-07,23.990201950,24.020076752,23.661567688,23.661567688,2.499331408,"4,854,695",0.00,0.00,0.105628310
1991-08-08,23.691444397,23.840822220,23.661567688,23.721319199,2.505642859,"4,431,693",0.00,0.00,0.105628310
1991-08-09,23.721319199,23.810945511,23.601816177,23.631692886,2.496175783,"3,516,652",0.00,0.00,0.105628310
1991-08-12,23.631692886,23.781070709,23.571941376,23.571941376,2.489864332,"3,278,164",0.00,0.00,0.105628310
1991-08-13,23.661567688,23.870698929,23.512189865,23.661567688,2.499331408,"5,324,977",0.00,0.00,0.105628310
1991-08-14,23.751195908,23.751195908,23.512189865,23.542064667,2.486708506,"4,692,356",0.00,0.00,0.105628310
1991-08-15,23.542064667,23.661567688,23.452438354,23.512189865,2.483552881,"3,361,007",0.00,0.00,0.105628310
1991-08-16,23.512189865,23.571941376,23.064054489,23.064054489,2.436217098,"7,032,886",0.00,0.00,0.105628310
1991-08-19,22.287284851,22.854923248,21.988527298,22.705545425,2.398348392,"12,636,098",0.00,0.00,0.105628310
1991-08-20,23.004301071,23.004301071,22.735420227,22.884798050,2.417282544,"6,822,849",0.00,0.00,0.105628310
1991-08-21,22.974426270,23.034177780,22.466539383,22.854923248,2.414126919,"11,832,770",0.00,0.00,0.105628310
1991-08-22,22.854923248,23.034177780,22.496414185,22.556165695,2.382569663,"9,060,452",0.00,0.00,0.105628310
1991-08-23,22.556165695,22.974426270,22.556165695,22.675668716,2.395192565,"7,129,954",0.00,0.00,0.105628310
1991-08-26,22.735420227,22.854923248,22.645793915,22.735420227,2.401504017,"3,745,935",0.00,0.00,0.105628310
1991-08-27,22.765296936,22.854923248,22.615917206,22.765296936,2.404659843,"5,265,982",0.00,0.00,0.105628310
1991-08-28,22.735420227,22.765296936,22.526290894,22.586042404,2.385725490,"6,764,273",0.00,0.00,0.105628310
1991-08-29,22.645793915,22.914674759,22.466539383,22.825048447,2.410971294,"9,390,151",0.00,0.00,0.105628310
1991-08-30,22.884798050,23.213432312,22.884798050,23.153680801,2.445684174,"5,615,346",0.00,0.00,0.105628310
1991-09-03,23.362810135,23.631692886,23.332935333,23.422561646,2.474085603,"6,938,746",0.00,0.00,0.105628310
1991-09-04,23.512189865,23.721319199,23.332935333,23.571941376,2.489864332,"6,700,258",0.00,0.00,0.105628310
1991-09-05,23.571941376,23.691444397,23.332935333,23.482313156,2.480397054,"4,160,988",0.00,0.00,0.105628310
1991-09-06,23.482313156,23.810945511,23.362810135,23.751195908,2.508798685,"5,464,722",0.00,0.00,0.105628310
1991-09-09,23.781070709,24.169454575,23.781070709,24.139579773,2.549823016,"4,949,254",0.00,0.00,0.105628310
1991-09-10,24.199331284,24.199331284,23.721319199,23.810945511,2.515109935,"7,102,758",0.00,0.00,0.105628310
1991-09-11,23.900573730,24.229206085,23.810945511,24.229206085,2.559290092,"6,643,774",0.00,0.00,0.105628310
1991-09-12,24.468212128,24.856597900,24.438337326,24.856597900,2.625560429,"9,368,394",0.00,0.00,0.105628310
1991-09-13,24.766969681,24.796844482,24.259082794,24.587715149,2.597158799,"7,909,852",0.00,0.00,0.105628310
1991-09-16,24.587715149,24.946224213,24.587715149,24.766969681,2.616093152,"7,703,162",0.00,0.00,0.105628310
1991-09-17,24.707218170,25.065727234,24.677341461,25.065727234,2.647650408,"5,833,751",0.00,0.00,0.105628310
1991-09-18,24.976099014,25.215105057,24.976099014,25.185228348,2.660273108,"5,918,686",0.00,0.00,0.105628310
1991-09-19,25.185228348,25.424234390,25.035850525,25.065727234,2.647650408,"7,296,059",0.00,0.00,0.105628310
1991-09-20,25.065727234,25.125478745,24.856597900,24.916347504,2.631871679,"7,886,003",0.00,0.00,0.105628310
1991-09-23,24.916347504,25.005975723,24.886472702,25.005975723,2.641338956,"3,274,398",0.00,0.00,0.105628310
1991-09-24,25.065727234,25.304731369,24.886472702,25.304731369,2.672896010,"6,272,653",0.00,0.00,0.105628310
1991-09-25,25.244981766,25.274856567,25.035850525,25.095602036,2.650806032,"3,356,823",0.00,0.00,0.105628310
1991-09-26,24.976099014,25.274856567,24.916347504,25.065727234,2.647650408,"3,960,993",0.00,0.00,0.105628310
1991-09-27,25.005975723,25.185228348,24.378585815,24.438337326,2.581380272,"6,657,162",0.00,0.00,0.105628310
1991-09-30,24.468212128,24.916347504,24.199331284,24.766969681,2.616093152,"5,163,474",0.00,0.00,0.105628310
1991-10-01,24.766969681,24.796844482,24.498088837,24.527963638,2.590847348,"2,938,423",0.00,0.00,0.105628310
1991-10-02,24.498088837,24.498088837,24.079828262,24.169454575,2.552978641,"4,371,025",0.00,0.00,0.105628310
1991-10-03,24.109703064,24.139579773,23.661567688,23.661567688,2.499331408,"5,418,280",0.00,0.00,0.105628310
1991-10-04,23.691444397,23.810945511,23.452438354,23.482313156,2.480397054,"5,523,717",0.00,0.00,0.105628310
1991-10-07,23.512189865,23.751195908,23.482313156,23.631692886,2.496175783,"5,345,478",0.00,0.00,0.105628310
1991-10-08,23.691444397,23.751195908,23.332935333,23.422561646,2.474085603,"6,019,939",0.00,0.00,0.105628310
1991-10-09,23.362810135,23.482313156,23.123804092,23.243307114,2.455151250,"7,989,348",0.00,0.00,0.105628310
1991-10-10,23.332935333,23.870698929,23.183555603,23.840822220,2.518265761,"5,929,565",0.00,0.00,0.105628310
1991-10-11,23.900573730,24.020076752,23.781070709,23.870698929,2.521421587,"3,738,822",0.00,0.00,0.105628310
1991-10-14,23.721319199,24.288957596,23.691444397,24.199331284,2.556134468,"3,309,544",0.00,0.00,0.105628310
1991-10-15,24.348709106,25.035850525,23.840822220,24.916347504,2.631871679,"12,692,582",0.00,0.00,0.105628310
1991-10-16,24.796844482,24.796844482,24.229206085,24.288957596,2.565601543,"8,476,366",0.00,0.00,0.105628310
1991-10-17,24.139579773,24.199331284,23.751195908,23.870698929,2.521421587,"6,827,870",0.00,0.00,0.105628310
1991-10-18,23.900573730,23.990201950,23.810945511,23.990201950,2.534044489,"5,504,889",0.00,0.00,0.105628310
1991-10-21,23.960325241,24.139579773,23.870698929,23.960325241,2.530888663,"3,938,399",0.00,0.00,0.105628310
1991-10-22,23.960325241,24.020076752,23.542064667,23.542064667,2.486708506,"4,834,194",0.00,0.00,0.105628310
1991-10-23,23.571941376,23.601816177,23.243307114,23.542064667,2.486708506,"6,614,904",0.00,0.00,0.105628310
1991-10-24,23.422561646,23.691444397,23.332935333,23.482313156,2.480397054,"4,065,174",0.00,0.00,0.105628310
1991-10-25,23.482313156,23.571941376,23.303058624,23.422561646,2.474085603,"4,163,498",0.00,0.00,0.105628310
1991-10-28,23.482313156,23.571941376,23.422561646,23.482313156,2.480397054,"3,753,885",0.00,0.00,0.105628310
1991-10-29,23.512189865,23.751195908,23.303058624,23.631692886,2.496175783,"4,938,794",0.00,0.00,0.105628310
1991-10-30,23.661567688,23.960325241,23.631692886,23.960325241,2.530888663,"6,389,386",0.00,0.00,0.105628310
1991-10-31,23.930448532,23.990201950,23.482313156,23.482313156,2.480397054,"4,738,380",0.00,0.00,0.105628310
1991-11-01,23.512189865,23.751195908,23.362810135,23.512189865,2.483552881,"8,945,392",0.00,0.00,0.105628310
1991-11-04,23.183555603,23.362810135,23.093929291,23.183555603,2.448839799,"4,773,526",0.29,0.00,0.105628310
1991-11-05,23.243307114,23.362810135,23.093929291,23.093929291,2.470186396,"4,901,974",0.00,0.00,0.106962586
1991-11-06,23.123804092,23.243307114,23.034177780,23.093929291,2.470186396,"4,216,635",0.00,0.00,0.106962586
1991-11-07,23.512189865,23.900573730,23.482313156,23.870698929,2.553271685,"7,946,253",0.00,0.00,0.106962586
1991-11-08,24.139579773,24.229206085,23.900573730,23.960325241,2.562858347,"5,794,840",0.00,0.00,0.106962586
1991-11-11,23.930448532,24.079828262,23.870698929,23.930448532,2.559662657,"2,779,431",0.00,0.00,0.106962586
1991-11-12,23.960325241,24.049951553,23.691444397,23.751195908,2.540489333,"4,811,600",0.00,0.00,0.106962586
1991-11-13,23.571941376,23.691444397,23.512189865,23.631692886,2.527706981,"3,860,158",0.00,0.00,0.106962586
1991-11-14,23.691444397,23.930448532,23.512189865,23.900573730,2.556467171,"4,612,860",0.00,0.00,0.106962586
1991-11-15,23.900573730,23.930448532,22.944551468,23.004301071,2.460599530,"8,189,343",0.00,0.00,0.106962586
1991-11-18,23.153680801,23.362810135,23.004301071,23.243307114,2.486164234,"7,160,916",0.00,0.00,0.106962586
1991-11-19,23.093929291,23.123804092,22.705545425,23.064054489,2.466990910,"8,888,071",0.00,0.00,0.106962586
1991-11-20,23.183555603,23.273183823,22.795171738,22.825048447,2.441426205,"5,640,869",0.00,0.00,0.106962586
1991-11-21,22.735420227,23.123804092,22.735420227,22.795171738,2.438230515,"6,388,968",0.00,0.00,0.106962586
1991-11-22,22.795171738,22.944551468,22.615917206,22.645793915,2.422252677,"5,722,875",0.00,0.00,0.106962586
1991-11-25,22.705545425,22.854923248,22.615917206,22.735420227,2.431839339,"4,449,684",0.00,0.00,0.106962586
1991-11-26,22.854923248,23.452438354,22.615917206,23.392686844,2.502142276,"8,149,177",0.00,0.00,0.106962586
1991-11-27,23.093929291,23.213432312,22.496414185,22.526290894,2.409470325,"7,547,518",0.00,0.00,0.106962586
1991-11-29,22.436662674,22.436662674,22.078155518,22.108030319,2.364732092,"6,871,802",0.00,0.00,0.106962586
1991-12-02,21.779397964,22.078155518,21.659894943,22.048278809,2.358340916,"9,823,195",0.00,0.00,0.106962586
1991-12-03,21.928775787,22.018402100,21.749521255,21.809272766,2.332776212,"6,542,102",0.00,0.00,0.106962586
1991-12-04,21.839149475,21.869024277,21.510515213,21.510515213,2.300820331,"9,790,560",0.00,0.00,0.106962586
1991-12-05,21.540391922,21.779397964,21.540391922,21.570268631,2.307211712,"7,919,475",0.00,0.00,0.106962586
1991-12-06,21.510515213,21.570268631,21.271511078,21.271511078,2.275255831,"11,282,574",0.00,0.00,0.106962586
1991-12-09,21.361137390,21.450765610,20.225860596,20.345363617,2.176192704,"16,297,098",0.00,0.00,0.106962586
1991-12-10,20.405115128,20.673995972,19.956979752,20.614244461,2.204952894,"20,949,288",0.00,0.00,0.106962586
1991-12-11,20.793498993,21.002628326,20.464866638,20.972753525,2.243299951,"10,837,397",0.00,0.00,0.106962586
1991-12-12,21.152008057,21.331262589,21.032505035,21.181882858,2.265668965,"8,757,530",0.00,0.00,0.106962586
1991-12-13,21.211759567,21.241634369,20.853250504,21.032505035,2.249691127,"7,444,591",0.00,0.00,0.106962586
1991-12-16,20.972753525,21.032505035,20.733747482,20.763622284,2.220930732,"5,406,146",0.00,0.00,0.106962586
1991-12-17,20.733747482,20.793498993,20.375238419,20.434989929,2.185779366,"6,200,688",0.00,0.00,0.106962586
1991-12-18,20.434989929,20.763622284,20.285612106,20.614244461,2.204952894,"7,974,704",0.00,0.00,0.106962586
1991-12-19,20.464866638,20.524618149,20.195985794,20.285612106,2.169801528,"7,959,642",0.00,0.00,0.106962586
1991-12-20,20.554492950,20.614244461,20.315488815,20.494741440,2.192170542,"13,486,287",0.00,0.00,0.106962586
1991-12-23,20.524618149,21.152008057,20.434989929,21.092256546,2.256082303,"9,798,091",0.00,0.00,0.106962586
1991-12-24,21.092256546,21.510515213,21.002628326,21.092256546,2.256082303,"7,193,133",0.00,0.00,0.106962586
1991-12-26,21.092256546,21.241634369,20.913002014,21.092256546,2.256082303,"5,141,299",0.00,0.00,0.106962586
1991-12-27,21.122131348,21.420888901,21.122131348,21.361137390,2.284842493,"6,447,544",0.00,0.00,0.106962586
1991-12-30,21.450765610,21.689771652,21.301385880,21.600143433,2.310407198,"8,142,901",0.00,0.00,0.106962586
1991-12-31,21.540391922,21.779397964,21.241634369,21.271511078,2.275255831,"7,976,796",0.00,0.00,0.106962586
1992-01-02,21.271511078,21.659894943,21.241634369,21.570268631,2.307211712,"7,451,286",0.00,0.00,0.106962586
1992-01-03,21.570268631,21.779397964,21.510515213,21.600143433,2.310407198,"6,069,310",0.00,0.00,0.106962586
1992-01-06,21.749521255,22.257408142,21.719646454,22.048278809,2.358340916,"9,198,524",0.00,0.00,0.106962586
1992-01-07,21.988527298,22.645793915,21.958652496,22.615917206,2.419056987,"8,255,032",0.00,0.00,0.106962586
1992-01-08,22.466539383,22.705545425,22.048278809,22.078155518,2.361536606,"10,526,526",0.00,0.00,0.106962586
1992-01-09,22.137905121,22.526290894,21.809272766,21.809272766,2.332776212,"8,535,778",0.00,0.00,0.106962586
1992-01-10,21.839149475,22.108030319,21.659894943,21.719646454,2.323189550,"6,742,516",0.00,0.00,0.106962586
1992-01-13,21.689771652,21.719646454,21.450765610,21.570268631,2.307211712,"5,578,527",0.00,0.00,0.106962586
1992-01-14,21.600143433,22.108030319,21.570268631,22.078155518,2.361536606,"5,599,866",0.00,0.00,0.106962586
1992-01-15,22.466539383,22.884798050,22.347036362,22.795171738,2.438230515,"12,986,718",0.00,0.00,0.106962586
1992-01-16,22.735420227,23.213432312,22.705545425,22.825048447,2.441426205,"9,427,389",0.00,0.00,0.106962586
1992-01-17,22.705545425,23.452438354,22.137905121,23.034177780,2.463795220,"14,987,088",0.00,0.00,0.106962586
1992-01-20,23.004301071,23.034177780,22.765296936,22.765296936,2.435035029,"5,062,222",0.00,0.00,0.106962586
1992-01-21,22.765296936,22.825048447,22.197658539,22.197658539,2.374318959,"5,968,058",0.00,0.00,0.106962586
1992-01-22,22.197658539,22.854923248,22.197658539,22.854923248,2.444621691,"5,327,906",0.00,0.00,0.106962586
1992-01-23,22.825048447,22.914674759,22.287284851,22.347036362,2.390296797,"5,603,213",0.00,0.00,0.106962586
1992-01-24,22.376911163,22.526290894,22.257408142,22.257408142,2.380709931,"4,415,375",0.00,0.00,0.106962586
1992-01-27,22.347036362,22.466539383,22.317161560,22.406787872,2.396687973,"3,004,112",0.00,0.00,0.106962586
1992-01-28,22.436662674,22.466539383,22.197658539,22.287284851,2.383905621,"4,094,044",0.00,0.00,0.106962586
1992-01-29,22.167781830,22.496414185,21.898900986,21.958652496,2.348754254,"6,019,102",0.00,0.00,0.106962586
1992-01-30,22.018402100,22.108030319,21.839149475,21.928775787,2.345558564,"4,383,158",0.00,0.00,0.106962586
1992-01-31,21.958652496,21.988527298,21.510515213,21.510515213,2.300820331,"6,236,252",0.00,0.00,0.106962586
1992-02-03,21.510515213,21.839149475,21.331262589,21.839149475,2.335971902,"6,356,751",0.00,0.00,0.106962586
1992-02-04,21.779397964,22.048278809,21.510515213,22.048278809,2.358340916,"6,286,878",0.00,0.00,0.106962586
1992-02-05,21.928775787,22.018402100,21.749521255,21.809272766,2.332776212,"6,830,380",0.00,0.00,0.106962586
1992-02-06,21.600143433,21.719646454,21.420888901,21.480640411,2.297624845,"5,864,713",0.29,0.00,0.106962586
1992-02-07,21.510515213,21.600143433,21.181882858,21.331262589,2.312784361,"7,214,053",0.00,0.00,0.108422291
1992-02-10,21.420888901,21.480640411,21.301385880,21.450765610,2.325741152,"3,957,227",0.00,0.00,0.108422291
1992-02-11,21.450765610,21.719646454,21.450765610,21.570268631,2.338697944,"4,730,849",0.00,0.00,0.108422291
1992-02-12,21.630018234,22.078155518,21.480640411,22.018402100,2.387285601,"6,616,996",0.00,0.00,0.108422291
1992-02-13,22.167781830,22.287284851,21.540391922,21.689771652,2.351654735,"8,175,536",0.00,0.00,0.108422291
